pathway	GSM2445681	GSM2445682	GSM2445683	GSM2445684	GSM2445685	GSM2445686	GSM2445687	GSM2445688	GSM2445689	GSM2445690	GSM2445691	GSM2445692	GSM2445693	GSM2445694	GSM2445695	GSM2445696	GSM2445697	GSM2445698	GSM2445699	GSM2445700	GSM2445701	GSM2445702	GSM2445703	GSM2445704	GSM2445705	GSM2445706	GSM2445707	GSM2445708	GSM2445709	GSM2445710	GSM2445711	GSM2445712	GSM2445713	GSM2445714	GSM2445715
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	0.0997425895156437	0.0868725779652381	0.122908610306374	0.0508365456241023	0.25160872581043	-0.0444015398488994	0.13706562301182	0.157657641492469	0.148648633407185	0.0727155652597919	0.120334607996293	0.157657641492469	0.176962658818077	0.135778621856779	0.156370640337428	0.0778635698799541	0.0855855768101974	0.171814654197915	0.0186615167480882	0.13706562301182	0.232303708484822	0.122908610306374	0.259330732740673	0.286357756996525	0.0842985756551569	0.0842985756551569	0.106177595290846	0.402187860950176	0.229729706174741	0.0534105479341834	0.238738714260024	0.242599717725146	0.215572693469294	0.193693673833605	0.0894465802753191
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE	0.202083976423054	0.217885529857482	0.274080850035776	0.172370430180747	0.246966505104153	0.0921589375697238	0.248365706084127	0.27957918771967	0.221297067328653	0.211054151090636	0.217828728839812	0.254777613706823	0.302459196711267	0.228348447757187	0.225969105594834	0.192255314980611	0.199099602974692	0.273029925935115	0.206479275346074	0.223428273624102	0.263243355798104	0.224225014423691	0.304530901145727	0.306984117848929	0.130758172364607	0.224660879383431	0.232134450165011	0.385918661784198	0.290795763896818	0.164263812130108	0.330506631513143	0.307067681239074	0.311197758861059	0.270155989679327	0.218835807304271
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.31835744125958	0.277579833692622	0.302977575553861	0.301653371938346	0.281592731731888	0.244858071961002	0.322091626716529	0.16941408226196	0.318563319712157	0.270476961130173	0.250312593290816	0.308468905321814	0.298567455183829	0.322912351445167	0.314939372896692	0.292678447351125	0.282676612164245	0.268913221588129	0.312434269704937	0.242141974743775	0.353994894817202	0.159573271268405	0.30690686707665	0.356947441787729	0.250752505574274	0.25862054888575	0.201811150980849	0.332117908566642	0.299426126366822	0.31055956899361	0.332023474051876	0.316621399381307	0.291447105179901	0.258512608043275	0.258113617334645
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	0.0997425895156437	0.0868725779652381	0.122908610306374	0.0508365456241023	0.25160872581043	-0.0444015398488994	0.13706562301182	0.157657641492469	0.148648633407185	0.0727155652597919	0.120334607996293	0.157657641492469	0.176962658818077	0.135778621856779	0.156370640337428	0.0778635698799541	0.0855855768101974	0.171814654197915	0.0186615167480882	0.13706562301182	0.232303708484822	0.122908610306374	0.259330732740673	0.286357756996525	0.0842985756551569	0.0842985756551569	0.106177595290846	0.402187860950176	0.229729706174741	0.0534105479341834	0.238738714260024	0.242599717725146	0.215572693469294	0.193693673833605	0.0894465802753191
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.259020338339294	0.230852779412161	0.30225285629371	0.232489369780174	0.287097968510979	0.1758501450191	0.280621570831175	0.292455856499153	0.253677365173991	0.286315164316654	0.243669582959491	0.278019806376658	0.326326675721686	0.265105923707774	0.279023948681112	0.278744491329506	0.257804790027851	0.307697813122435	0.23309900321672	0.259992800588974	0.287673963318874	0.290996280224967	0.354568204786991	0.353781125303636	0.203547409707296	0.262643969309586	0.297760291135755	0.406097977593409	0.320452177359105	0.223457603899597	0.360944236242283	0.355409500110975	0.355657879265013	0.309252394508831	0.259324371106391
REACTOME_OPIOID_SIGNALLING	0.30299212083852	0.276768942871006	0.303402103342799	0.294462260562397	0.25935422503672	0.197316531995315	0.339203816771886	0.241642191558938	0.290383257852888	0.264954562337365	0.259904365692232	0.291809873200295	0.338534626894184	0.231459544723433	0.300297897661858	0.287045311843893	0.276220440152442	0.264399676473715	0.273793106133712	0.229819697083251	0.308638384118889	0.3122205643347	0.294628833084801	0.332833859478518	0.212907925744772	0.267337842765112	0.254102066117275	0.321182734448382	0.299691298206043	0.247264893950914	0.339053883589525	0.297274804353751	0.32243913854847	0.238265719996711	0.289661666167108
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.288931759306606	0.327541793957823	0.245173720035227	0.238738714260024	0.27348774544612	0.11389960222109	0.331402797422945	0.254182728120511	0.303088772012053	0.227155703864659	0.300514769701972	0.241312716570106	0.312097780097337	0.148648633407185	0.272200744291079	0.265765738515876	0.211711690004173	0.264478737360836	0.157657641492469	0.246460721190268	0.313384781252377	0.277348748911241	0.223294700399538	0.304375773167093	0.245173720035227	0.282496753531404	0.246460721190268	0.36615182860904	0.330115796267904	0.247747722345308	0.312097780097337	0.285070755841485	0.287644758151566	0.156370640337428	0.281209752376363
REACTOME_CAMK_IV_MEDIATED_PHOSPHORYLATION_OF_CREB	0.288931759306606	0.327541793957823	0.245173720035227	0.238738714260024	0.27348774544612	0.11389960222109	0.331402797422945	0.254182728120511	0.303088772012053	0.227155703864659	0.300514769701972	0.241312716570106	0.312097780097337	0.148648633407185	0.272200744291079	0.265765738515876	0.211711690004173	0.264478737360836	0.157657641492469	0.246460721190268	0.313384781252377	0.277348748911241	0.223294700399538	0.304375773167093	0.245173720035227	0.282496753531404	0.246460721190268	0.36615182860904	0.330115796267904	0.247747722345308	0.312097780097337	0.285070755841485	0.287644758151566	0.156370640337428	0.281209752376363
REACTOME_CA_DEPENDENT_EVENTS	0.30299212083852	0.276768942871006	0.303402103342799	0.294462260562397	0.25935422503672	0.197316531995315	0.339203816771886	0.241642191558938	0.290383257852888	0.264954562337365	0.259904365692232	0.291809873200295	0.338534626894184	0.231459544723433	0.300297897661858	0.287045311843893	0.276220440152442	0.264399676473715	0.273793106133712	0.229819697083251	0.308638384118889	0.3122205643347	0.294628833084801	0.332833859478518	0.212907925744772	0.267337842765112	0.254102066117275	0.321182734448382	0.299691298206043	0.247264893950914	0.339053883589525	0.297274804353751	0.32243913854847	0.238265719996711	0.289661666167108
REACTOME_G_PROTEIN_MEDIATED_EVENTS	0.30299212083852	0.276768942871006	0.303402103342799	0.294462260562397	0.25935422503672	0.197316531995315	0.339203816771886	0.241642191558938	0.290383257852888	0.264954562337365	0.259904365692232	0.291809873200295	0.338534626894184	0.231459544723433	0.300297897661858	0.287045311843893	0.276220440152442	0.264399676473715	0.273793106133712	0.229819697083251	0.308638384118889	0.3122205643347	0.294628833084801	0.332833859478518	0.212907925744772	0.267337842765112	0.254102066117275	0.321182734448382	0.299691298206043	0.247264893950914	0.339053883589525	0.297274804353751	0.32243913854847	0.238265719996711	0.289661666167108
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.10569636463556	0.123088587631294	0.157050873315175	0.0623878882486806	0.0891384540905833	-0.0067360094160713	0.141510758825443	0.148514312289693	0.128038172880497	0.109433972311792	0.107189420987549	0.11115514731984	0.190228576268201	0.0825155461901457	0.10573501899729	0.102026402402229	0.084074115764858	0.141236983076905	0.0983168070749976	0.0995261696118464	0.113067979342984	0.107759086460751	0.227472738325963	0.181510907765095	0.0728760994986301	0.128550589721598	0.160109803699458	0.229671632614279	0.190794115201985	0.05683500235067	0.217614563708753	0.265310856283671	0.209355791630045	0.233102595284196	0.123667748922492
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.10569636463556	0.123088587631294	0.157050873315175	0.0623878882486806	0.0891384540905833	-0.0067360094160713	0.141510758825443	0.148514312289693	0.128038172880497	0.109433972311792	0.107189420987549	0.11115514731984	0.190228576268201	0.0825155461901457	0.10573501899729	0.102026402402229	0.084074115764858	0.141236983076905	0.0983168070749976	0.0995261696118464	0.113067979342984	0.107759086460751	0.227472738325963	0.181510907765095	0.0728760994986301	0.128550589721598	0.160109803699458	0.229671632614279	0.190794115201985	0.05683500235067	0.217614563708753	0.265310856283671	0.209355791630045	0.233102595284196	0.123667748922492
REACTOME_NEURONAL_SYSTEM	0.0680538956980134	0.0955239928803691	0.140049765004186	0.0071547119701936	0.029941776520542	0.0030320212250864	0.10099385067642	0.0852139803784898	0.124874235458311	0.0819311053941458	0.0817338947648955	0.103201242175612	0.148734915075827	0.0989241577862452	0.0498136877089936	0.0888686612852237	0.0474749154481024	0.0485119982446456	0.0623914704022069	0.0575194916884274	0.0352288889253672	0.0309279982943102	0.187440697532075	0.162161763406909	0.0438707452903516	0.0961628855902005	0.1308753011418	0.197721404756969	0.115952477042922	0.0061401027864032	0.213733579390169	0.201505462785388	0.189463357746086	0.192254761598341	0.106687777910616
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_	0.229373090372052	0.224912043030009	0.267661357729196	0.149559433026262	0.245848782868764	0.149958020352678	0.286642927197275	0.249795150966573	0.237535805319877	0.319562287001908	0.20033489757418	0.280118101238497	0.274764447240565	0.279162912098157	0.295086395878172	0.295700611215506	0.185430770877599	0.303847122467408	0.18924632450687	0.220583602929498	0.206596948803324	0.224814446636427	0.382595140731454	0.301525694467928	0.213072260243673	0.256671710791735	0.26654853612691	0.332125991973361	0.266279737045544	0.188301545100651	0.299642320051582	0.340634999123629	0.320763354346274	0.240000261323086	0.199671751688716
REACTOME_IRS_MEDIATED_SIGNALLING	-0.175631418885818	-0.189002864968124	-0.128757944941212	-0.210393393833387	-0.199085130520508	-0.252952504402071	-0.15069639683335	-0.137972544908896	-0.17838401898239	-0.148010055680542	-0.181909267679263	-0.191220832804692	-0.142959538792868	-0.206020254999518	-0.191216225036726	-0.172059782540159	-0.197208004747219	-0.185955106717104	-0.158476334992401	-0.188353940216629	-0.14687002749919	-0.180625838448126	-0.118940604338761	-0.13777078310589	-0.133031733732646	-0.168697669210426	-0.12204672645756	-0.0834392602690197	-0.15222676769124	-0.110504183126514	-0.0310480371106602	-0.0216513658047713	-0.0942088213809454	-0.149090799277779	-0.217017823408463
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	0.243955572514519	0.253664477824007	0.311928940610317	0.199230774672507	0.212488344991518	0.259129635811022	0.232942705563533	0.268223160515604	0.23525445555968	0.274828413735073	0.203620139849316	0.245291065130872	0.267010964268344	0.274800175664927	0.258097779598935	0.237968330788372	0.223970567364483	0.269530995700588	0.252644202883022	0.252188073022108	0.236173721416056	0.246609124135358	0.272537745278085	0.274142875358634	0.237514655967831	0.227241093270942	0.280534038384065	0.225140408744159	0.236735297198325	0.212773294366425	0.275588293924373	0.251732608657265	0.259450673423973	0.222409535767084	0.219644902922319
REACTOME_MAPK1_ERK2_ACTIVATION	0.225811894042176	0.237962320549209	0.309439280217928	0.232107573562224	0.241038387708906	0.293636632182125	0.274937448476676	0.28932759259821	0.240769919194026	0.249818337849074	0.236551915121668	0.270611273455519	0.249015874002522	0.247489077715895	0.262247768925946	0.25304237740001	0.212647183471372	0.2394392148868	0.277096500814062	0.291402402371589	0.228445856412132	0.238129903280841	0.290396120644834	0.241530263115139	0.247486281196338	0.263175242104647	0.303964391698733	0.220542508477293	0.263927251734821	0.253597104696833	0.277904881381184	0.254036524980638	0.264508597111916	0.228779067100375	0.250266516031239
REACTOME_SOS_MEDIATED_SIGNALLING	-0.0842985756551569	-0.116473604531171	0.0148005132829665	-0.223294700399538	-0.151222635717266	-0.247747722345308	-0.0688545617946701	-0.0225225202132098	0.007078506352723	-0.0469755421589806	-0.131917618391658	-0.135778621856779	0.04568854100394	-0.0984555883606031	-0.0842985756551569	-0.0688545617946701	-0.124195611461414	-0.0765765687249135	-0.0817245733450757	-0.101029590670684	-0.170527653042875	-0.153796638027347	0.156370640337428	0.0830115745001163	-0.0199485179031288	-0.0508365456241023	0.0559845502442645	0.167953650732794	-0.0637065571745079	-0.236164711949943	0.171814654197915	0.191119671523524	0.106177595290846	0.0714285641047513	-0.121621609151333
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	0.229373090372052	0.224912043030009	0.267661357729196	0.149559433026262	0.245848782868764	0.149958020352678	0.286642927197275	0.249795150966573	0.237535805319877	0.319562287001908	0.20033489757418	0.280118101238497	0.274764447240565	0.279162912098157	0.295086395878172	0.295700611215506	0.185430770877599	0.303847122467408	0.18924632450687	0.220583602929498	0.206596948803324	0.224814446636427	0.382595140731454	0.301525694467928	0.213072260243673	0.256671710791735	0.26654853612691	0.332125991973361	0.266279737045544	0.188301545100651	0.299642320051582	0.340634999123629	0.320763354346274	0.240000261323086	0.199671751688716
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.321106788182621	0.170527653042875	0.129343616081577	-0.135778621856779	0.103603592980765	-0.016087514438007	-0.0469755421589806	-0.0444015398488994	0.0765765687249134	0.283783754686444	-0.102316591825725	-0.0431145386938589	0.333976799733026	0.0933075837404409	0.0096525086628042	0.0508365456241023	0.25160872581043	0.340411805508229	0.0431145386938589	-0.0984555883606031	0.308236776632215	0.350707814748554	0.283783754686444	0.413770871345541	0.306949775477174	0.0328185294535344	0.211711690004173	0.377734839004405	0.0817245733450757	-0.104890594135806	0.331402797422945	0.308236776632215	0.290218760461647	0.0444015398488994	0.249034723500349
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.321106788182621	0.170527653042875	0.129343616081577	-0.135778621856779	0.103603592980765	-0.016087514438007	-0.0469755421589806	-0.0444015398488994	0.0765765687249134	0.283783754686444	-0.102316591825725	-0.0431145386938589	0.333976799733026	0.0933075837404409	0.0096525086628042	0.0508365456241023	0.25160872581043	0.340411805508229	0.0431145386938589	-0.0984555883606031	0.308236776632215	0.350707814748554	0.283783754686444	0.413770871345541	0.306949775477174	0.0328185294535344	0.211711690004173	0.377734839004405	0.0817245733450757	-0.104890594135806	0.331402797422945	0.308236776632215	0.290218760461647	0.0444015398488994	0.249034723500349
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.108598265757795	0.0989552454688025	0.075493203959173	0.0693030854076067	0.0143155328537244	0.0072950896770756	0.13217673973719	0.151053800005716	0.0058343303374674	0.115329691491994	0.0990368967627175	0.16232506202355	0.148084231598816	0.0829052721367685	0.108540325047164	0.12006377381101	0.0600234895509873	0.179277289359287	0.0600642326784191	0.103446125348809	0.0926891467597051	0.0413163870338612	0.199010181821114	0.119093577040291	0.0892747820142097	0.110514230210805	0.174203380981021	0.227581090586994	0.181315271473278	0.0715442674048942	0.138846003126278	0.168464237124545	0.159790247822741	0.150220282943981	0.0568512313526828
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	0.108133124760057	0.0875543106767221	0.184270636841963	0.135974280683199	0.0383576981315523	0.0821366224790278	0.194543347799932	-0.0305047803892779	0.0730595111730559	0.122881959068654	0.0283067476190267	0.142403054166618	0.178135288061983	0.18576813224083	0.185473822057827	0.147294401653736	0.143898828735878	0.0765235854668346	0.124436912477423	0.0689883765790711	0.13472849690918	0.0540117849858636	0.118572924488518	0.159810954710266	0.035605314005761	0.110008018784445	0.0747961054467711	0.105509571043251	0.0990250396021894	0.148840738010763	0.168984631949734	0.148325844586188	0.129096071201354	0.0748799506284369	0.0636306794213434
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.181504421802327	0.157483530283225	0.0895656766086977	0.201508285512676	0.101072433088253	0.151801866800827	0.120157537208105	0.0543267207879006	0.124205797170288	0.178084480683865	0.152348534025007	0.112194761842421	0.107274469724626	0.0475046811675192	0.12644430174922	0.0992035655926401	0.0379691138303894	0.277492606732302	0.115126322975721	0.101627490968492	0.222345715369088	0.175122919449995	0.150753188859871	0.0634244864774148	0.166715560649561	0.102491909967251	0.0601189104167277	0.0545209387271599	0.0661348626118985	0.21855621575708	0.0358033812529452	0.0232361579886737	0.0946710572160804	0.0920635024836928	0.130847332047905
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR_	0.231052932899941	0.243825471159874	0.239651027236652	0.186477679079722	0.221832314308454	0.22256511675654	0.234295233007472	0.230639292456464	0.223690960511763	0.230002992842998	0.200149833261269	0.236579175025132	0.248737135809607	0.249175503886784	0.226457586789633	0.20867065200347	0.21202792862987	0.247035936641227	0.207554477159039	0.204440420107435	0.278562173524353	0.220051830538264	0.271748577823158	0.260606964424918	0.236971431266411	0.220453017057367	0.223645353196212	0.280481481887231	0.244054746182144	0.220521677015696	0.255191554614753	0.277774455252575	0.275565919465849	0.219663739444974	0.198037554465975
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	-0.0842985756551569	-0.116473604531171	0.0148005132829665	-0.223294700399538	-0.151222635717266	-0.247747722345308	-0.0688545617946701	-0.0225225202132098	0.007078506352723	-0.0469755421589806	-0.131917618391658	-0.135778621856779	0.04568854100394	-0.0984555883606031	-0.0842985756551569	-0.0688545617946701	-0.124195611461414	-0.0765765687249135	-0.0817245733450757	-0.101029590670684	-0.170527653042875	-0.153796638027347	0.156370640337428	0.0830115745001163	-0.0199485179031288	-0.0508365456241023	0.0559845502442645	0.167953650732794	-0.0637065571745079	-0.236164711949943	0.171814654197915	0.191119671523524	0.106177595290846	0.0714285641047513	-0.121621609151333
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	0.243337039739826	0.333446286272268	0.201554082529826	0.222360838225754	0.257383779215624	0.173070151376054	0.223864595530353	0.221143551437657	0.257469363707956	0.225900224776578	0.206974999599902	0.244014176871992	0.312628757139143	0.229300229101968	0.192685313368235	0.242534077036471	0.332117517764445	0.309681057242544	0.200803339227891	0.196012020260796	0.276197745199996	0.335530556724376	0.252411310652668	0.272280801602269	0.303355031927083	0.214705727841045	0.317691851762283	0.288478059259199	0.251913621027174	0.308664265528844	0.266331749672004	0.344630348970637	0.258283508172661	0.316013456276624	0.217019068088209
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	0.226950990367464	0.205944422093071	0.28122207157837	0.213937556933145	0.239974413715841	0.162373428707348	0.312187209035453	0.326756074760961	0.242476188432417	0.213890402300319	0.274497851630195	0.241013295838921	0.210580001422553	0.300950396034149	0.20621256204417	0.241757782982148	0.0942769007315627	0.240429278979949	0.238338486869624	0.254876172924795	0.246386239153685	0.327590928671878	0.21827979646503	0.184991679246476	0.224580820059189	0.29866364202725	0.261743655223415	0.203530826403379	0.234154563849827	0.248960263070581	0.20301446990497	0.196556395694817	0.231973997389386	0.137258626293695	0.217900875828054
REACTOME_SIGNALING_BY_NODAL	0.259626262391957	0.327451670071703	0.278718806221151	0.238291038574536	0.278060898441178	0.208857832241198	0.367896840423041	0.303091382651382	0.341696889349697	0.217343729485287	0.279436131720392	0.294688167600688	0.312515100320943	0.294530347301104	0.359559414250814	0.220268650884823	0.2693497818226	0.341861242412047	0.309152011024941	0.273945404096908	0.270779236430084	0.226832050828551	0.381481617626638	0.353428004087988	0.317675487837059	0.337920331300888	0.29577753756375	0.314963540210176	0.359538357472612	0.170489914637647	0.346774390944548	0.392400368786626	0.399541049639196	0.35953548619327	0.305430891977689
REACTOME_FERTILIZATION	0.454954908306839	0.451093904841717	0.481981932562691	0.467824919857245	0.472972924477407	0.465250917547164	0.484555934872772	0.424066880585866	0.469111921012285	0.488416938337894	0.449806903686677	0.461389914082042	0.494851944113097	0.448519902531636	0.45752891061692	0.488416938337894	0.483268933717731	0.45752891061692	0.484555934872772	0.45624190946188	0.451093904841717	0.373873835539284	0.501286949888299	0.493564942958056	0.50257395104334	0.490990940647975	0.476833927942529	0.494851944113097	0.494851944113097	0.471685923322366	0.498712947578218	0.499999948733259	0.498712947578218	0.499999948733259	0.499999948733259
