gene_id	string_protein_id	propagate_score
AHSA1	9606.ENSP00000216479	3.088991062155251e-05
DCTN2	9606.ENSP00000408910	8.069911610896932e-05
PHLPP1	9606.ENSP00000262719	3.091336637912383e-05
CLCA1	9606.ENSP00000234701	6.371368662647141e-05
ADSL	9606.ENSP00000485525	6.166788499278465e-05
HSPA1A	9606.ENSP00000364802	5.0189056524362295e-05
ESR1	9606.ENSP00000405330	0.0005913984267093208
AR	9606.ENSP00000363822	0.00028650703481680946
HSPA1B	9606.ENSP00000364801	9.598976798375988e-05
CHUK	9606.ENSP00000359424	0.00028890590013244325
CYP26B1	9606.ENSP00000001146	1.8345139855134267e-05
CYP2C9	9606.ENSP00000260682	6.855844228287137e-05
CYP4A22	9606.ENSP00000360958	3.992947341142497e-05
CYP3A7	9606.ENSP00000337450	3.539174343383884e-05
CYP3A5	9606.ENSP00000222982	5.9333753011329244e-05
CRABP1	9606.ENSP00000299529	9.567320950408982e-06
CYP2C8	9606.ENSP00000360317	5.6913158701638604e-05
CYP2S1	9606.ENSP00000308032	2.8302322294371947e-05
RDH10	9606.ENSP00000240285	1.415656519620109e-05
ALDH1A1	9606.ENSP00000297785	6.674054112711668e-05
CYP26A1	9606.ENSP00000224356	5.188963266109949e-05
CYP26C1	9606.ENSP00000498424	1.5929205656484544e-05
CYP3A7-CYP3A51P	9606.ENSP00000480571	3.411994176715047e-05
CYP1A2	9606.ENSP00000342007	7.502211929696276e-05
CYP3A4	9606.ENSP00000498939	9.751149722055947e-05
CYP1A1	9606.ENSP00000378488	8.408492709417316e-05
AOX1	9606.ENSP00000363832	5.773017088191287e-05
CYP2C18	9606.ENSP00000285979	3.636309763479632e-05
CYP2A6	9606.ENSP00000301141	5.928627082796672e-05
UGT2B7	9606.ENSP00000304811	4.3884415639129155e-05
CYP2B6	9606.ENSP00000324648	6.533801196267185e-05
CYP4A11	9606.ENSP00000311095	4.99158992499501e-05
UGT2A2	9606.ENSP00000475028	3.1316758683792165e-05
STRA8	9606.ENSP00000275764	1.119354247450149e-05
ALDH1A3	9606.ENSP00000332256	2.677657491973699e-05
ALDH1A2	9606.ENSP00000249750	2.5710769666276512e-05
NA	9606.ENSP00000341021	1.8312317136476775e-05
UGT1A6	9606.ENSP00000303174	5.080166126462382e-05
NDUFAF7	9606.ENSP00000002125	8.734457304107537e-06
NDUFAF3	9606.ENSP00000323076	2.7827096617090206e-05
NDUFAF6	9606.ENSP00000379430	1.5488874772332426e-05
NDUFA7	9606.ENSP00000301457	3.460078601419528e-05
NDUFS3	9606.ENSP00000263774	7.518827019583401e-05
NDUFS2	9606.ENSP00000356972	0.00010047898799025788
TIMMDC1	9606.ENSP00000418803	1.9039077351690674e-05
NDUFA10	9606.ENSP00000252711	3.830291096386597e-05
NDUFS8	9606.ENSP00000315774	7.31424538451696e-05
NDUFAF4	9606.ENSP00000358272	2.2091436225519105e-05
NDUFS7	9606.ENSP00000233627	4.8357133417951984e-05
NDUFAF1	9606.ENSP00000260361	2.51451930044927e-05
TMEM126B	9606.ENSP00000351737	1.49746942120631e-05
NDUFAF5	9606.ENSP00000367346	1.6480651476085685e-05
NUBPL	9606.ENSP00000281081	1.2241713148898593e-05
NDUFAF2	9606.ENSP00000296597	2.336807469057248e-05
NDUFB5	9606.ENSP00000259037	4.510591185569104e-05
NDUFA13	9606.ENSP00000423673	5.9966636300491194e-05
ATP5F1C	9606.ENSP00000349142	9.132474980184036e-05
ACAD9	9606.ENSP00000312618	2.152973083895613e-05
ECSIT	9606.ENSP00000270517	2.7522706170491845e-05
TMEM186	9606.ENSP00000331640	4.612765722961116e-06
NDUFA5	9606.ENSP00000417142	5.440180312790079e-05
FUCA2	9606.ENSP00000002165	2.418796232739223e-06
FUCA1	9606.ENSP00000363603	8.844215442733136e-06
GLB1	9606.ENSP00000306920	6.895858344275292e-05
HS3ST1	9606.ENSP00000002596	3.0575635836018187e-05
HS2ST1	9606.ENSP00000359581	0.00012557855852080783
SULT1C3	9606.ENSP00000333310	8.313905399172337e-05
UST	9606.ENSP00000356433	3.6926876452964804e-06
GLCE	9606.ENSP00000261858	3.301645728889645e-05
SULT1B1	9606.ENSP00000308770	8.022013559476839e-05
SULT1C4	9606.ENSP00000272452	8.440844575864292e-05
HS6ST1	9606.ENSP00000259241	2.9934171556416576e-05
SEMA3F	9606.ENSP00000002829	3.101755833792592e-05
PLXNA4	9606.ENSP00000352882	9.44372200262291e-05
PLXNA1	9606.ENSP00000377061	0.00011455877146623175
NRCAM	9606.ENSP00000368314	5.5820035366579854e-05
NRP1	9606.ENSP00000265371	0.0012180977571584909
PLXND1	9606.ENSP00000317128	8.932770030950583e-05
NRP2	9606.ENSP00000353582	0.00014030888472580606
PLXNA3	9606.ENSP00000358696	8.548906558701547e-05
CFTR	9606.ENSP00000003084	9.60654502276541e-05
PRKACG	9606.ENSP00000366488	0.0003504210591453784
RNF5	9606.ENSP00000364235	2.6397817477879583e-05
CANX	9606.ENSP00000247461	0.0001321496938061729
PRSS1	9606.ENSP00000308720	5.3921795237818854e-05
GOPC	9606.ENSP00000357484	2.2798796262326597e-05
CLCA2	9606.ENSP00000359596	9.996195402819622e-06
SCNN1B	9606.ENSP00000345751	4.3726996654310406e-05
PDZD3	9606.ENSP00000347742	4.7158001887889155e-06
SLC26A9	9606.ENSP00000356102	1.140783859537872e-06
SLC26A4	9606.ENSP00000494017	3.0466518827718566e-05
HSPB1	9606.ENSP00000248553	8.0919009473708e-05
YWHAB	9606.ENSP00000361930	0.00012868348472265588
PRKAG3	9606.ENSP00000397133	5.1136035464393866e-05
DERL1	9606.ENSP00000259512	3.638429697869313e-05
TJP1	9606.ENSP00000348416	0.0002578425771920503
PRKACA	9606.ENSP00000309591	0.00037303200676692266
RNF185	9606.ENSP00000320508	1.3078336286627467e-05
SLC26A8	9606.ENSP00000347778	2.464487526551486e-06
CTRC	9606.ENSP00000365116	1.3179292907107625e-05
PRSS2	9606.ENSP00000488437	2.4445104327883196e-05
SLC26A3	9606.ENSP00000345873	2.0375044168779786e-05
KRT8	9606.ENSP00000449404	3.732680999097646e-05
SLC12A2	9606.ENSP00000262461	1.5679473081615627e-05
PRKAG1	9606.ENSP00000323867	5.1788897693657025e-05
SCNN1G	9606.ENSP00000300061	4.54049131463144e-05
CLCA4	9606.ENSP00000359594	1.1285840319814366e-05
DAB2	9606.ENSP00000313391	0.00012062195901407247
GUCY2C	9606.ENSP00000261170	2.4268518953108024e-05
PRKAB2	9606.ENSP00000254101	5.387427999974742e-05
SLC26A5	9606.ENSP00000304783	8.009881739744155e-06
ABCG2	9606.ENSP00000498246	4.9161752644769065e-05
GUCA2B	9606.ENSP00000361662	5.540775989021198e-06
SLC9A3R2	9606.ENSP00000408005	3.4703275401208785e-05
BCAP31	9606.ENSP00000392330	3.4691496007377204e-05
PRKAB1	9606.ENSP00000441369	4.999125518325195e-05
KCNJ1	9606.ENSP00000376432	3.0728095554536866e-05
GUCA2A	9606.ENSP00000349493	1.2114327285279964e-05
FLNA	9606.ENSP00000358866	0.00030284840240805304
PRKAG2	9606.ENSP00000287878	7.162803390520708e-05
YWHAG	9606.ENSP00000306330	6.158980617023178e-05
ANO1	9606.ENSP00000347454	3.951727920683087e-05
SCNN1A	9606.ENSP00000353292	5.301592989567515e-05
PRKAA1	9606.ENSP00000346148	6.238198000281314e-05
PRKACB	9606.ENSP00000359719	0.0003661268626988795
VCP	9606.ENSP00000351777	0.00017450438979783498
PRKAA2	9606.ENSP00000360290	5.987518244946506e-05
SPINK1	9606.ENSP00000296695	2.8833477913778962e-05
AMFR	9606.ENSP00000290649	5.0243201105551794e-05
RHOQ	9606.ENSP00000238738	4.442301843853976e-05
SLC26A6	9606.ENSP00000378920	9.445600761941615e-06
PDZK1	9606.ENSP00000342143	3.722932690403284e-05
NEDD4L	9606.ENSP00000383199	0.00016772233353197605
USP10	9606.ENSP00000457411	2.6233922746415763e-05
GORASP2	9606.ENSP00000234160	1.412977088973232e-05
DNAJA1	9606.ENSP00000369127	3.408386952365448e-05
EZR	9606.ENSP00000338934	0.00023002346057718806
KRT18	9606.ENSP00000373489	4.4866035581008626e-05
YWHAZ	9606.ENSP00000379287	0.00018781827498104932
RFLNB	9606.ENSP00000331915	1.140783859537872e-06
ACTB	9606.ENSP00000494750	0.0016463214896632315
HDAC6	9606.ENSP00000365804	0.00014180028001379528
SLC9A3R1	9606.ENSP00000262613	7.720055167552771e-05
SLC9A3	9606.ENSP00000264938	3.0523651400940315e-05
STUB1	9606.ENSP00000219548	0.00015904085485193728
CYP51A1	9606.ENSP00000003100	2.9674922035264363e-05
NSDHL	9606.ENSP00000359297	2.009976949507371e-05
INSIG1	9606.ENSP00000344741	2.689181275634871e-05
EBP	9606.ENSP00000417052	1.1592165151211932e-05
DHCR24	9606.ENSP00000360316	3.102131691642684e-05
CYB5R3	9606.ENSP00000354468	1.3045116625076105e-05
SIGMAR1	9606.ENSP00000277010	2.7451855207022612e-05
MVK	9606.ENSP00000228510	2.712018191571688e-05
HSD3B1	9606.ENSP00000358421	5.440056328370841e-05
HMGCS1	9606.ENSP00000322706	4.206377934628394e-05
POR	9606.ENSP00000419970	2.783437482784236e-05
FDPS	9606.ENSP00000349078	2.5499546003461154e-05
ERG28	9606.ENSP00000256319	1.4137331737674584e-05
EGR2	9606.ENSP00000242480	7.934438363517779e-05
HSD3B7	9606.ENSP00000297679	1.5155390930401396e-05
SC5D	9606.ENSP00000264027	2.1852875100731073e-05
FDFT1	9606.ENSP00000491537	4.439580368830678e-05
HSD17B7	9606.ENSP00000254521	3.148261041927312e-05
HSD3B2	9606.ENSP00000445122	4.784177150909667e-05
SREBF1	9606.ENSP00000348069	0.0001639920197663875
PGRMC1	9606.ENSP00000217971	1.5486198378666484e-05
MVD	9606.ENSP00000301012	2.421537957563223e-05
SREBF2	9606.ENSP00000354476	7.16248558148434e-05
SDR42E1	9606.ENSP00000332407	5.984963663553186e-06
DHCR7	9606.ENSP00000347717	4.013406432591988e-05
LBR	9606.ENSP00000339883	3.23526992254149e-05
LSS	9606.ENSP00000380837	3.139785125908239e-05
HMGCS2	9606.ENSP00000358414	3.401241858799456e-05
CYB5A	9606.ENSP00000341625	1.829993581878662e-05
CH25H	9606.ENSP00000360918	2.2816620585621123e-05
IDI2	9606.ENSP00000277517	2.2714048149463478e-05
FAXDC2	9606.ENSP00000320604	1.0263935549910907e-05
IDI1	9606.ENSP00000370748	2.331164792638388e-05
PPIG	9606.ENSP00000260970	7.554315253092966e-05
SQLE	9606.ENSP00000265896	3.794317486325575e-05
ACAT2	9606.ENSP00000356015	3.517002352912602e-05
HMGCR	9606.ENSP00000287936	8.603449666324864e-05
CYB5B	9606.ENSP00000308430	1.8900670917590217e-05
TM7SF2	9606.ENSP00000279263	1.3454462496501968e-05
MSMO1	9606.ENSP00000261507	2.509879864987266e-05
USP28	9606.ENSP00000003302	2.8922395843613003e-05
OTUB1	9606.ENSP00000444357	4.942840145292435e-05
USP15	9606.ENSP00000280377	0.00015794629218710278
RPS27A	9606.ENSP00000272317	0.0004867060941415097
KDM1A	9606.ENSP00000383042	0.00020067742443324085
USP20	9606.ENSP00000313811	1.2415194260687906e-05
TP53BP1	9606.ENSP00000371475	0.00013179280676363974
USP5	9606.ENSP00000229268	5.079390750600377e-05
UBC	9606.ENSP00000441543	0.0011557347836389817
USP2	9606.ENSP00000260187	1.9913911096788208e-05
USP13	9606.ENSP00000263966	2.736406919436121e-05
USP4	9606.ENSP00000265560	4.867803439331641e-05
UBA52	9606.ENSP00000388107	0.0004059033924905402
UBB	9606.ENSP00000478771	0.00033857175862457936
USP14	9606.ENSP00000261601	7.222226604819509e-05
MYC	9606.ENSP00000478887	0.0015158962828494393
CHEK2	9606.ENSP00000372023	8.78995158154642e-05
CLSPN	9606.ENSP00000312995	4.704727996531652e-05
USP8	9606.ENSP00000379721	4.366222294669941e-05
FBXW7	9606.ENSP00000474725	0.00012072486267115442
TP53	9606.ENSP00000269305	0.0020688879143134675
SLC7A2	9606.ENSP00000004531	3.963850193779455e-06
ARG2	9606.ENSP00000261783	4.5956743132363376e-05
ARG1	9606.ENSP00000349446	0.00015003479742464678
HSPB6	9606.ENSP00000004982	1.494458191320973e-05
HSPB8	9606.ENSP00000281938	4.258705483137759e-05
TSG101	9606.ENSP00000251968	0.00011367942040450582
SHQ1	9606.ENSP00000315182	5.939974096065851e-06
SFN	9606.ENSP00000340989	9.173780341020785e-05
BAG3	9606.ENSP00000358081	6.020889951989427e-05
HSPD1	9606.ENSP00000340019	9.37794883527041e-05
PDK4	9606.ENSP00000005178	2.6860227562774915e-05
ANGPTL4	9606.ENSP00000301455	5.227641314615181e-05
DLAT	9606.ENSP00000280346	4.8921731605259245e-05
PDK2	9606.ENSP00000420927	1.3476881089133387e-05
PPARGC1A	9606.ENSP00000264867	0.0002690810915804642
CPT1B	9606.ENSP00000379011	2.724002071563046e-05
VDAC1	9606.ENSP00000378487	0.000157643335466938
PPARD	9606.ENSP00000310928	7.145274790616207e-05
UCP3	9606.ENSP00000323740	1.8447523009913046e-05
ITPR1	9606.ENSP00000306253	0.0001360575088821915
PDHA1	9606.ENSP00000369134	2.8058446655879395e-05
HSPA9	9606.ENSP00000297185	0.00016498453493417838
CYCS	9606.ENSP00000307786	0.0002695321992503978
PDHX	9606.ENSP00000227868	2.6621740806168933e-05
INS	9606.ENSP00000380432	0.0018927844685610803
PDP2	9606.ENSP00000309548	6.758169697789276e-06
PDK3	9606.ENSP00000498864	1.3401728889232937e-05
SLC2A4	9606.ENSP00000320935	0.0001024214016924145
ITPR3	9606.ENSP00000363435	0.00010624450625085751
PPARA	9606.ENSP00000385523	0.00022466022084636895
USH1C	9606.ENSP00000005226	2.359765210508989e-05
MYO15A	9606.ENSP00000495481	4.0247955239107916e-05
OTOG	9606.ENSP00000382323	7.945718634998563e-06
ADGRV1	9606.ENSP00000384582	1.3933087284680045e-05
GJB2	9606.ENSP00000372295	3.7002291760806496e-05
MYO7A	9606.ENSP00000386331	5.3684273194270486e-05
USH2A	9606.ENSP00000305941	1.6680085854678767e-05
MYO7B	9606.ENSP00000415090	4.665868612259844e-06
CDHR2	9606.ENSP00000424565	4.788204290203836e-06
VEZT	9606.ENSP00000410083	1.9972693122260936e-05
TMC1	9606.ENSP00000494684	2.2486067983392466e-05
PCDH15	9606.ENSP00000363068	2.2394638719075398e-05
SERGEF	9606.ENSP00000265965	2.0145245448302456e-06
WHRN	9606.ENSP00000354623	3.527811166403322e-05
USHBP1	9606.ENSP00000252597	2.8005784208899296e-06
GRXCR1	9606.ENSP00000382670	3.461440159234885e-05
ESPN	9606.ENSP00000496593	4.476321841685627e-05
CIB2	9606.ENSP00000258930	1.2822651975141804e-05
CLRN1	9606.ENSP00000329158	9.24557684613408e-06
LHFPL5	9606.ENSP00000498322	1.4063724402155702e-05
PDZD7	9606.ENSP00000480489	1.0684660551585887e-05
SLC4A7	9606.ENSP00000390394	9.356229996868374e-06
CDH23	9606.ENSP00000224721	3.774699317708139e-05
CDHR5	9606.ENSP00000380676	1.1147164683967288e-05
TMC2	9606.ENSP00000351732	1.0015582880976068e-05
USH1G	9606.ENSP00000480279	1.090265063418239e-05
ANKS4B	9606.ENSP00000308772	3.8802063396822e-06
ABCC8	9606.ENSP00000494321	3.116744813568697e-05
RALA	9606.ENSP00000005257	8.925444913010639e-05
RALGAPB	9606.ENSP00000262879	1.1942273929075497e-05
FLNB	9606.ENSP00000420213	0.00018592528580206933
MAPK9	9606.ENSP00000394560	0.00022766104133749263
EXOC5	9606.ENSP00000484855	3.105390186325568e-05
RHOA	9606.ENSP00000400175	0.00142698738939927
PLD1	9606.ENSP00000342793	5.74121784999889e-05
RGL3	9606.ENSP00000377075	1.0847248697953586e-05
EXOC8	9606.ENSP00000355605	2.3531279622589435e-05
RASA1	9606.ENSP00000274376	0.00018683002203299796
RALBP1	9606.ENSP00000372924	3.5723070612961364e-05
CNKSR2	9606.ENSP00000368824	1.0754140282355658e-05
RGL4	9606.ENSP00000290691	3.683175207171247e-06
RABIF	9606.ENSP00000356231	0.00010840067352444953
SYNJ2BP	9606.ENSP00000256366	4.7167818089418404e-05
ARF6	9606.ENSP00000298316	0.00011370859647975596
RALGAPA2	9606.ENSP00000202677	6.892316554641631e-06
EXOC6B	9606.ENSP00000489442	1.1400560179294628e-05
STAT4	9606.ENSP00000351255	0.00021899744698166082
EXOC3	9606.ENSP00000425587	2.3025608220793402e-05
MAPK8	9606.ENSP00000378974	0.0003711926775348371
PPP2R1B	9606.ENSP00000311344	0.0001189893331531829
CALM3	9606.ENSP00000291295	0.000437310256893291
RAC2	9606.ENSP00000249071	0.00022248882676492688
RALB	9606.ENSP00000272519	3.416283225467156e-05
KRAS	9606.ENSP00000256078	0.0006615881422145397
REPS2	9606.ENSP00000349824	2.1887982751166492e-05
RAC3	9606.ENSP00000304283	0.00017846737462799716
CALML5	9606.ENSP00000369689	0.00037309968067181703
RGL2	9606.ENSP00000420211	2.7773922787827616e-05
CALML3	9606.ENSP00000315299	0.0003712242219273969
CALML6	9606.ENSP00000304643	0.0003537042704901054
RAB8A	9606.ENSP00000300935	9.6768178662575e-05
HRAS	9606.ENSP00000407586	0.00045606422061533693
EXOC1	9606.ENSP00000370695	2.4508854814557293e-05
EXOC4	9606.ENSP00000253861	3.561144631536748e-05
RALGPS2	9606.ENSP00000356607	7.447689490955191e-06
LRPAP1	9606.ENSP00000497444	4.535160062582319e-05
CALML4	9606.ENSP00000419081	0.0003581794752689755
PLCD1	9606.ENSP00000430344	6.974065720282869e-05
CALM1	9606.ENSP00000499717	0.0001324793159387476
RAF1	9606.ENSP00000401888	0.00019571346636200774
YBX3	9606.ENSP00000228251	2.996871871243077e-05
FLNC	9606.ENSP00000327145	0.00022456629968347258
SRC	9606.ENSP00000362680	0.0019772775458998877
EXOC6	9606.ENSP00000260762	3.015829620202647e-05
EXOC7	9606.ENSP00000334100	4.157357878470631e-05
RALGDS	9606.ENSP00000361120	5.428771036785896e-05
EXOC2	9606.ENSP00000230449	2.6706810773769727e-05
PLD2	9606.ENSP00000263088	7.91804254471304e-05
RGL1	9606.ENSP00000303192	1.5300148373985735e-05
BAIAP2L1	9606.ENSP00000005260	9.810269252212265e-06
WASL	9606.ENSP00000223023	0.00014936236488999482
WAS	9606.ENSP00000365891	0.00016539214772077598
ALG5	9606.ENSP00000239891	1.2924280162990894e-05
EPS8	9606.ENSP00000494689	4.449522075125476e-05
WASF2	9606.ENSP00000483313	7.007813183458351e-05
ALG3	9606.ENSP00000380793	1.7288584617718e-05
CDC42	9606.ENSP00000497733	0.0005620838939474769
BAIAP2	9606.ENSP00000316338	6.965792512311815e-05
ALG12	9606.ENSP00000333813	1.9760175003156146e-05
CACNG3	9606.ENSP00000005284	6.720412214454375e-05
CACNB2	9606.ENSP00000320025	6.776150471343817e-05
GRIA4	9606.ENSP00000282499	4.664277354405222e-05
TMEM249	9606.ENSP00000454468	4.523266658310586e-05
CATSPER2	9606.ENSP00000371180	4.824699759405486e-05
CACNG7	9606.ENSP00000375647	7.833975352440754e-05
CACNA2D1	9606.ENSP00000349320	6.577884307396561e-05
CACNA1F	9606.ENSP00000365441	8.658546439807407e-05
GRIN1	9606.ENSP00000360608	7.265179901848424e-05
CATSPER4	9606.ENSP00000390423	4.523266658310586e-05
RYR1	9606.ENSP00000352608	9.276938169949436e-05
CACNA1S	9606.ENSP00000355192	9.703340601794259e-05
CACNG1	9606.ENSP00000226021	5.776888758261382e-05
CATSPER3	9606.ENSP00000282611	4.8788301956406095e-05
CACNA1D	9606.ENSP00000288139	0.00012604773039196667
CATSPERD	9606.ENSP00000371037	4.523266658310586e-05
CATSPER1	9606.ENSP00000309052	4.716312350394616e-05
GRIA3	9606.ENSP00000481554	4.494723070974774e-05
OLFM2	9606.ENSP00000264833	2.0335172303686087e-05
CNIH2	9606.ENSP00000310003	3.1699677789608485e-05
GRIA1	9606.ENSP00000428994	8.56436074073458e-05
CACNA1C	9606.ENSP00000266376	0.0001522226061330457
CACNB4	9606.ENSP00000438949	6.570483946249959e-05
CATSPERE	9606.ENSP00000355492	4.523266658310586e-05
EFCAB9	9606.ENSP00000381247	4.523266658310586e-05
SHISA7	9606.ENSP00000365503	4.1518782414750205e-06
HTR3A	9606.ENSP00000347754	3.6724322264107756e-05
GRIN2C	9606.ENSP00000293190	4.461695939266024e-05
CACNG5	9606.ENSP00000436836	2.8822850713948897e-05
CAMK2B	9606.ENSP00000379098	0.00010333829204743045
SHISA9	9606.ENSP00000454014	2.592314371913449e-05
SHISA6	9606.ENSP00000390084	5.189851505169313e-06
CATSPERZ	9606.ENSP00000491717	4.523266658310586e-05
TMEM262	9606.ENSP00000432459	4.523266658310586e-05
GRIN3A	9606.ENSP00000355155	2.8157288097994413e-05
CACNG8	9606.ENSP00000270458	7.644361464967802e-05
CACNG4	9606.ENSP00000262138	6.89787302064535e-05
GRIN3B	9606.ENSP00000234389	2.2914365839123638e-05
CATSPERB	9606.ENSP00000256343	4.523266658310586e-05
FKBP1A	9606.ENSP00000383003	0.0008965809759783411
CAMK2A	9606.ENSP00000500386	0.0001331144893916859
CACNA1A	9606.ENSP00000489829	6.969723790582299e-05
STAC3	9606.ENSP00000329200	4.7166893286563015e-05
CACNA2D4	9606.ENSP00000372169	5.0821719552573375e-05
CACNB1	9606.ENSP00000377840	2.910490912079045e-05
CNIH3	9606.ENSP00000272133	2.671722106815446e-05
GRIA2	9606.ENSP00000296526	8.557790896111197e-05
GRIN2D	9606.ENSP00000263269	4.352304828965285e-05
CACNG6	9606.ENSP00000252729	4.911837750607607e-05
CATSPERG	9606.ENSP00000386962	4.6674332349355794e-05
CACNA1H	9606.ENSP00000334198	8.976903006615249e-05
CACNB3	9606.ENSP00000301050	5.428922322145264e-05
GRIN2A	9606.ENSP00000332549	0.00010166965643688588
GRIN2B	9606.ENSP00000477455	0.00014196694758323707
CACNG2	9606.ENSP00000300105	9.336666025295797e-05
TMEM132A	9606.ENSP00000005286	1.3523337482653635e-06
HSPA5	9606.ENSP00000324173	0.00025997633830475425
DVL2	9606.ENSP00000005340	0.0002319997382383576
CXXC4	9606.ENSP00000378248	8.097822298240742e-06
GNAQ	9606.ENSP00000286548	0.0003754567591906505
FRAT1	9606.ENSP00000360060	2.19781537130821e-05
WWP2	9606.ENSP00000352069	0.00011129939124722242
NOTCH3	9606.ENSP00000263388	0.00015391153726928582
WNT3A	9606.ENSP00000284523	0.00029496411556184914
VANGL1	9606.ENSP00000347672	4.1990861097237334e-05
AP2M1	9606.ENSP00000403362	8.596682048428766e-05
DVL3	9606.ENSP00000316054	0.00014590201033705361
KLHL12	9606.ENSP00000356230	3.899319545337992e-05
FZD3	9606.ENSP00000240093	0.00014466497169190136
DACT1	9606.ENSP00000337439	1.7383010833373897e-05
TRIM29	9606.ENSP00000343129	8.951233324318367e-06
FZD5	9606.ENSP00000354607	0.00013814816254852877
WWOX	9606.ENSP00000457230	0.00011441743847412936
FRAT2	9606.ENSP00000360058	1.4060541242039955e-05
CSNK2A3	9606.ENSP00000473553	2.22832358350399e-05
CTNNB1	9606.ENSP00000495360	0.0021495975281338635
DVL1	9606.ENSP00000368166	0.00023000602689154167
AXIN2	9606.ENSP00000302625	0.00011902800460806748
NXN	9606.ENSP00000337443	1.4644218849782278e-05
NOTCH1	9606.ENSP00000498587	0.00034781199559327786
NKD2	9606.ENSP00000296849	1.4156722753414446e-05
SMURF2	9606.ENSP00000262435	0.0010138647840622873
WWP1	9606.ENSP00000427793	0.00016226109696921038
PRICKLE1	9606.ENSP00000345064	2.4923171280504667e-05
WNT1	9606.ENSP00000293549	0.00023748037900623556
WWTR1	9606.ENSP00000419465	0.00016216399033188266
ARRB2	9606.ENSP00000403701	0.000325634038744164
CSNK2B	9606.ENSP00000365042	4.4453575434376645e-05
FZD4	9606.ENSP00000434034	0.00013980381505288963
PRICKLE3	9606.ENSP00000470248	1.3755822581148988e-05
FZD7	9606.ENSP00000286201	0.00016346971674483546
FZD2	9606.ENSP00000323901	0.0001433470295590491
NOTCH2	9606.ENSP00000256646	0.00013562434441657866
AMOTL1	9606.ENSP00000387739	4.238910301482604e-05
CSNK2A2	9606.ENSP00000262506	5.234282129375482e-05
CSNK1D	9606.ENSP00000381531	7.19114077225343e-05
