gene_id	string_protein_id	propagate_score
BAIAP2L1	9606.ENSP00000005260	9.018881616354277e-06
WASL	9606.ENSP00000223023	0.00011968408359893469
WAS	9606.ENSP00000365891	0.00012547386434611023
ALG5	9606.ENSP00000239891	1.647563656400214e-05
EPS8	9606.ENSP00000494689	3.308609184581644e-05
WASF2	9606.ENSP00000483313	5.8439290230978045e-05
ALG3	9606.ENSP00000380793	2.108246498521928e-05
CDC42	9606.ENSP00000497733	0.00042965092894519085
BAIAP2	9606.ENSP00000316338	5.9175528108927325e-05
ALG12	9606.ENSP00000333813	2.6940488712368262e-05
CACNG3	9606.ENSP00000005284	5.006757368137093e-05
CACNB2	9606.ENSP00000320025	4.5571971308651356e-05
GRIA4	9606.ENSP00000282499	8.124757299806656e-05
TMEM249	9606.ENSP00000454468	2.5276618950340572e-05
CATSPER2	9606.ENSP00000371180	2.988584967336249e-05
CACNG7	9606.ENSP00000375647	5.944201661853525e-05
CACNA2D1	9606.ENSP00000349320	4.460414357195788e-05
CACNA1F	9606.ENSP00000365441	6.704578761478899e-05
GRIN1	9606.ENSP00000360608	6.687181908592225e-05
CATSPER4	9606.ENSP00000390423	2.5276618950340572e-05
RYR1	9606.ENSP00000352608	7.274558896515025e-05
CACNA1S	9606.ENSP00000355192	7.36578170292723e-05
CACNG1	9606.ENSP00000226021	3.696959319225611e-05
CATSPER3	9606.ENSP00000282611	2.8327663604271277e-05
CACNA1D	9606.ENSP00000288139	0.00010183661853150358
CATSPERD	9606.ENSP00000371037	2.5276618950340572e-05
CATSPER1	9606.ENSP00000309052	2.7805918466579778e-05
GRIA3	9606.ENSP00000481554	7.852994848529716e-05
OLFM2	9606.ENSP00000264833	2.1766899222714012e-05
CNIH2	9606.ENSP00000310003	3.003478126343976e-05
GRIA1	9606.ENSP00000428994	0.00012226522668480202
CACNA1C	9606.ENSP00000266376	0.000123949761027698
CACNB4	9606.ENSP00000438949	4.819334630870878e-05
CATSPERE	9606.ENSP00000355492	2.5276618950340572e-05
EFCAB9	9606.ENSP00000381247	2.5276618950340572e-05
SHISA7	9606.ENSP00000365503	3.997378977114945e-06
HTR3A	9606.ENSP00000347754	3.851739777573939e-05
GRIN2C	9606.ENSP00000293190	4.681508521055765e-05
CACNG5	9606.ENSP00000436836	2.9119680791572456e-05
CAMK2B	9606.ENSP00000379098	0.0001295175586918039
SHISA9	9606.ENSP00000454014	2.778078045404083e-05
SHISA6	9606.ENSP00000390084	4.717745726442063e-06
CATSPERZ	9606.ENSP00000491717	2.5276618950340572e-05
TMEM262	9606.ENSP00000432459	2.5276618950340572e-05
GRIN3A	9606.ENSP00000355155	3.0664679165862374e-05
CACNG8	9606.ENSP00000270458	5.987995093979684e-05
CACNG4	9606.ENSP00000262138	5.11391577694328e-05
GRIN3B	9606.ENSP00000234389	2.4029010842718382e-05
CATSPERB	9606.ENSP00000256343	2.5276618950340572e-05
FKBP1A	9606.ENSP00000383003	9.073860584803741e-05
CAMK2A	9606.ENSP00000500386	0.00019136985027024683
CACNA1A	9606.ENSP00000489829	6.543849860854411e-05
STAC3	9606.ENSP00000329200	2.700529618673576e-05
CACNA2D4	9606.ENSP00000372169	2.9653440926843494e-05
CACNB1	9606.ENSP00000377840	2.391828940506063e-05
CNIH3	9606.ENSP00000272133	2.462689085779422e-05
GRIA2	9606.ENSP00000296526	0.00010938012549819098
GRIN2D	9606.ENSP00000263269	4.612287785714763e-05
CACNG6	9606.ENSP00000252729	2.8288822993065767e-05
CATSPERG	9606.ENSP00000386962	2.617692761359252e-05
CACNA1H	9606.ENSP00000334198	6.163243320136406e-05
CACNB3	9606.ENSP00000301050	3.32551186397509e-05
GRIN2A	9606.ENSP00000332549	0.00010415140758177874
GRIN2B	9606.ENSP00000477455	0.00014505236648066982
CACNG2	9606.ENSP00000300105	7.845841806443081e-05
TMEM132A	9606.ENSP00000005286	3.163689512268587e-06
HSPA5	9606.ENSP00000324173	0.0006114291023845708
DVL2	9606.ENSP00000005340	0.00016613681543537054
CXXC4	9606.ENSP00000378248	6.617729464607864e-06
GNAQ	9606.ENSP00000286548	0.0002520400510539388
FRAT1	9606.ENSP00000360060	2.3789595704885324e-05
WWP2	9606.ENSP00000352069	5.1879385759118004e-05
NOTCH3	9606.ENSP00000263388	0.00013098847456565697
WNT3A	9606.ENSP00000284523	9.461836109075896e-05
VANGL1	9606.ENSP00000347672	2.4803639059194146e-05
AP2M1	9606.ENSP00000403362	8.038210317217301e-05
DVL3	9606.ENSP00000316054	0.00010348455385632211
KLHL12	9606.ENSP00000356230	0.0002826095593978843
FZD3	9606.ENSP00000240093	4.8240718648020465e-05
DACT1	9606.ENSP00000337439	1.066896909301972e-05
TRIM29	9606.ENSP00000343129	8.40132505244614e-06
FZD5	9606.ENSP00000354607	5.850927203450315e-05
WWOX	9606.ENSP00000457230	5.298682819287436e-05
FRAT2	9606.ENSP00000360058	1.814668781356184e-05
CSNK2A3	9606.ENSP00000473553	4.0346904888409676e-05
CTNNB1	9606.ENSP00000495360	0.0008901666403863885
DVL1	9606.ENSP00000368166	0.0001940204547635435
AXIN2	9606.ENSP00000302625	9.031392790823575e-05
NXN	9606.ENSP00000337443	3.9944562727903137e-05
NOTCH1	9606.ENSP00000498587	0.0018960018916109992
NKD2	9606.ENSP00000296849	8.861964338590673e-06
SMURF2	9606.ENSP00000262435	6.471877593353121e-05
WWP1	9606.ENSP00000427793	7.529136027766294e-05
PRICKLE1	9606.ENSP00000345064	1.752106170600525e-05
WNT1	9606.ENSP00000293549	9.108258289083755e-05
WWTR1	9606.ENSP00000419465	0.00010426007283919314
ARRB2	9606.ENSP00000403701	0.00019723349973159888
CSNK2B	9606.ENSP00000365042	7.661073095918501e-05
FZD4	9606.ENSP00000434034	5.1028054731930556e-05
PRICKLE3	9606.ENSP00000470248	1.0580579442286643e-05
FZD7	9606.ENSP00000286201	5.4077177267606936e-05
FZD2	9606.ENSP00000323901	6.263107502673032e-05
NOTCH2	9606.ENSP00000256646	0.00013994270100218208
AMOTL1	9606.ENSP00000387739	4.2994336215870644e-05
CSNK2A2	9606.ENSP00000262506	7.632096171530387e-05
CSNK1D	9606.ENSP00000381531	0.00011471442573733498
CCDC88C	9606.ENSP00000374507	4.524054848994177e-06
WNT8A	9606.ENSP00000426653	3.6028465071536005e-05
